Passenger Id,Name,Sex,Age,Pclass,Survived,SibSp,Parch,Ticket,Fare,Cabin,Embarked,Email,Join Date,Annual Spend
P00538,"LeRoy, Miss. Bertha",FEMALE.,30.0,1,1,0,0,  PC 17761 ,106.4250,,Cherbourg ,leroy@gmail.com,10/20/1910,"3,507.32 USD"
P00570,"Jonsson, Mr. Carl",M,32.0,Third,1,0,0,  350417 ,7.8542,,Southampton,jonsson@outlook.com,1912-05-15,USD 256.56
P00039,"Vander Planke, Miss. Augusta Maria",Female,18.0,3,0,2.0,0,345764,18.0000,,S,vanderplanke@yahoo.com,"Sep 25, 1911",USD 567.43
P00176,"Klasen, Mr. Klas Albin",m,18.0,3rd,0,1,1,350404,7.8542,,S,klasen@yahoo.com,10/10/1912,USD 163.29
P00246,"Minahan, Dr. William Edward",M,44.0,1st,0,2,0,  19928 ,90.0000,C78,Queenstown,minahan@gmail.com,"Mar 04, 1912","2,048.28 USD"
P00761,"Garfirth, Mr. John", male ,,3,0,0,0,358585,14.5000,,S,garfirth@gmail.com,01/20/1910,243.20
P100044,"Laroche, Miss. Simonne Marie Anne Andree",f,,2nd,Yes,1,2,SC/Paris 2123,41.5792,,C,laroche@yahoo.com,30-Apr-1911,"1,360.28"
P00756,"Hamalainen, Master. Viljo",male,0.67,Second,1,1,1,  250649 ,14.5,,S,hamalainen@yahoo.com,12-Jan-1911,250.30
P00785,"Ali, Mr. William",m,25.0,3rd,0,0,0,  SOTON/O.Q. 3101312 ,7.0500,,Southampton,,12/12/1912,$268.13
P00155,"Olsen, Mr. Ole Martin",m,,3,No,0,0,Fa 265302,7.3125,,s,olsen@yahoo.com,18/06/1910,$134.91
P00288,"Naidenoff, Mr. Penko",male,-1.0,3,0,0,0,349206,7.8958,,s,naidenoff@outlook.com,"Oct 11, 1910",118.55 USD
P00553,"O'Brien, Mr. Timothy",male,,3rd,0,0,0,  330979 ,7.8292,,Queenstown,obrien@mail.com,1911-04-20,78.50 USD
P00018,"Williams, Mr. Charles Eugene",m,,2nd,1,0,0,244373,13.0000,,s,williams@gmail.com,"Feb 11, 1911",209.01
P00128,"Madsen, Mr. Fridtjof Arne",M,24.0,Third,1,0,0,C 17369,7.1417,,S,madsen@mail.com,15/02/1910,66.33
P00323,"Slayter, Miss. Hilda Mary",female,30.0,2,1,0,0,  234818 ,12.3500,,Queenstown,slayter@outlook.com,1912-08-07,USD 251.10
P00256,"Touma, Mrs. Darwis (Hanne Youssef Razi)",FEMALE.,29.0,3rd,1,0.0,2,2650,15.2458,,C,touma@gmail.com,05-Aug-1911,$487.29
P00605,"Homer, Mr. Harry (""Mr E Haven"")",M,35.0,First,Yes,0,0,  111426 ,26.5500,,c,homer@mail.com,1911-04-18,754.39
P00883,"Dahlberg, Miss. Gerda Ulrika",FEMALE,22.0,3,0,0.0,0,7552,10.5167,,s,dahlberg@yahoo.com,1911-03-08,381.02
P00191,"Pinsky, Mrs. (Rosa)",female,32.0,2,1,0,0,  234604 ,13.0000,,s,pinsky@outlook.com,19/12/1912,USD 483.67
P00116,"Pekoniemi, Mr. Edvard",m,21.0,3rd,No,0,0,  STON/O 2. 3101294 ,7.9250,,Southampton,pekoniemi@outlook.com,1912-07-19,$297.18
P00681,"Peters, Miss. Katie",FEMALE,,Third,0,0,0,330935,8.1375,,Q,peters@outlook.com,1911-01-31,213.05
P00181,"Sage, Miss. Constance Gladys",Female,,3rd,0,8,2,  CA. 2343 ,69.5500,,Southampton,sage@mail.com,1910-08-17,"1,914.52 USD"
P00302,"McCoy, Mr. Bernard",m,,Third,1,2,0,367226,23.25,,q,,07/06/1910,837.06
P00696,"Chapman, Mr. Charles Henry",male,52.0,2,0,0,0,  248731 ,13.5000,,S,,"Jun 20, 1912",256.88
P00654,"O'Leary, Miss. Hanora ""Norah""",FEMALE,,Third,1,0,0,  330919 ,7.8292,,Q,oleary@mail.com,1910-09-10,USD 179.75
P00665,"Lindqvist, Mr. Eino William",MALE,20.0,3,1,1,0,STON/O 2. 3101285,7.925,,S,lindqvist@outlook.com,"Jun 28, 1910",USD 256.94
P00629,"Bostandyeff, Mr. Guentcho",m,26.0,3rd,0,0.0,0,  349224 ,7.8958,,s,bostandyeff@outlook.com,"May 20, 1911",113.11 USD
P00660,"Newell, Mr. Arthur Webster",M,58.0,1,0,0,2,  35273 ,113.2750,D48,C,newell@yahoo.com,11/04/1910,"1,380.65"
P00518,"Ryan, Mr. Patrick",Male,,Third,0,0.0,0,371110,24.15,,Queenstown,ryan@gmail.com,1910-01-02,863.45 USD
P00795,"Dantcheff, Mr. Ristiu",m,180.0,3rd,0,0,0,349203,7.8958,,s,dantcheff@yahoo.com,24/07/1911,USD 123.39
P00046,"Rogers, Mr. William John",m,,Third,No,0,0,S.C./A.4. 23567,8.05,,Southampton,rogers@mail.com,"Jun 22, 1910",306.94
P00831,"Yasbeck, Mrs. Antoni (Selini Alexander)",F,15.0,3,1,1,0,2659,14.4542,,c,yasbeck@gmail.com,23/03/1912,$217.46
P00158,"Corn, Mr. Harry",M,30.0,3,0,0,0,SOTON/OQ 392090,8.0500,,Southampton,corn@outlook.com,02/01/1912,286.10
P00736,"Williams, Mr. Leslie",male,28.5,3rd,0,0,0,  54636 ,16.1000,,Southampton,williams@outlook.com,1911-09-25,320.22 USD
P00172,"Rice, Master. Arthur",Male,4.0,3,0,4,1,  382652 ,29.1250,,Q,rice@gmail.com,07-Jun-1910,
P00017,"Rice, Master. Eugene", male ,2.0,3,0,4,1,382652,29.1250,,Queenstown,rice@outlook.com,09-Jul-1910,336.17
P00512,"Webber, Mr. James",male,,3rd,0,0,0,SOTON/OQ 3101316,8.0500,,S,webber@outlook.com,"Nov 25, 1910",$313.95
P00049,"Samaan, Mr. Youssef",M,,Third,0,2.0,0,2662,21.6792,,Cherbourg ,samaan@outlook.com,"Jul 11, 1911",243.08 USD
P00889,"Johnston, Miss. Catherine Helen ""Carrie""",F,,Third,No,1,2,W./C. 6607,23.45,,s,johnston@gmail.com,20/01/1912,538.53
P00681,"Peters, Miss. Katie",FEMALE,,Third,0,0,0,330935,8.1375,,Q,peters@outlook.com,1911-01-31,213.05
P00516,"Walker, Mr. William Anderson",m,47.0,1st,0,0,0,36967,34.0208,D46,Southampton,walker@gmail.com,15/01/1911,"1,322.05"
P00630,"O'Connell, Mr. Patrick D",male,,3rd,0,0,0,  334912 ,7.7333,,q,oconnell@yahoo.com,"Aug 04, 1912",USD 133.96
P00481,"Goodwin, Master. Harold Victor",MALE,9.0,Third,0,5,2,CA 2144,46.9000,,s,goodwin@yahoo.com,11-Jan-1911,"$1,796.94"
P00284,"Dorking, Mr. Edward Arthur",MALE,19.0,3rd,1,0,0,A/5. 10482,8.0500,,s,dorking@yahoo.com,1910-01-10,$194.28
P00602,"Slabenoff, Mr. Petco",m,,Third,0,0,0,  349214 ,7.8958,,Southampton,slabenoff@mail.com,02-Feb-1910,226.94 USD
P00226,"Berglund, Mr. Karl Ivar Sven",Male,22.0,Third,0,0,0,  PP 4348 ,9.3500,,S,berglund@yahoo.com,12/26/1912,$116.09
P00027,"Emir, Mr. Farred Chehab",male,,3,0,0,0,  2631 ,7.2250,,C,emir@yahoo.com,05/08/1912,USD 89.66
P00718,"Troutt, Miss. Edwina Celia ""Winnie""",FEMALE.,27.0,Second,1,0,0,  34218 ,10.5000,E101,Southampton,troutt@yahoo.com,"Sep 16, 1910",228.47 USD
P00438,"Richards, Mrs. Sidney (Emily Hocking)",female ,24.0,2nd,1,2,3,29106,18.7500,,S,,"Jan 10, 1912",312.21
P00870,"Johnson, Master. Harold Theodor",male,4.0,Third,1,1.0,1,347742,11.1333,,Southampton,johnson@gmail.com,26/02/1911,207.40
P00365,"O'Brien, Mr. Thomas",M,,3,0,1,0,370365,15.5,,Queenstown,obrien@gmail.com,"Apr 03, 1910",$546.78
P00230,"Lefebre, Miss. Mathilde",f,,3,0,3,1,4133,25.4667,,s,lefebre@gmail.com,1910-01-16,744.40 USD
P00038,"Cann, Mr. Ernest Charles",M,21.0,3rd,0,0,0,  A./5. 2152 ,8.0500,,Southampton,cann@mail.com,1911-04-04,214.90
P00884,"Banfield, Mr. Frederick James",Male,,2nd,No,0,0,  C.A./SOTON 34068 ,10.5000,,s,banfield@gmail.com,21-Apr-1912,298.53
P00375,"Palsson, Miss. Stina Viola",female ,3.0,Third,0,3,1,349909,21.0750,,s,palsson@mail.com,"Feb 10, 1910",712.30
P00470,"Baclini, Miss. Helene Barbara",Female,0.75,Third,1,2,1,2666,19.2583,,C,,04/01/1910,-
P00886,"Rice, Mrs. William (Margaret Norton)",FEMALE.,39.0,3,0,0,5,382652,29.1250,,Q,,30-Dec-1910,897.28
P00779,"Kilgannon, Mr. Thomas J",MALE,,3,0,0,0,  36865 ,7.7375,,Q,kilgannon@yahoo.com,05-Mar-1912,USD 276.67
P00667,"Butler, Mr. Reginald Fenton",male,25.0,Second,0,0,0,  234686 ,13.0000,,s,butler@outlook.com,"Apr 26, 1912",USD 311.14
P00195,"Brown, Mrs. James Joseph (Margaret Tobin)",female,44.0,1,1,0,0,PC 17610,27.7208,,C,brown@mail.com,"Jul 07, 1912",$882.62
P00781,"Ayoub, Miss. Banoura",FEMALE,13.0,Third,1,0,0,2687,7.2292,,Cherbourg ,ayoub@mail.com,13/09/1911,201.01
P00791,"Keane, Mr. Andrew ""Andy""",MALE,,3rd,0,0,0,12460,7.7500,,Q,,"Jan 14, 1910",$265.49
P00504,"Laitinen, Miss. Kristina Sofia",FEMALE,37.0,3,0,0,0,  4135 ,9.5875,,Southampton,laitinen@mail.com,08/25/1910,USD 332.79
P00888,"Graham, Miss. Margaret Edith",Female,19.0,First,1,0,0,112053,30.0,B42,s,graham@gmail.com,12/04/1910,USD 572.22
P00762,"Nirva, Mr. Iisakki Antino Aijo",MALE,,3rd,0,0,0,SOTON/O2 3101272,7.1250,,Southampton,nirva@outlook.com,26/02/1910,115.08 USD
P00580,"Jussila, Mr. Eiriik",MALE,32.0,3rd,1,0,0,STON/O 2. 3101286,7.9250,,S,jussila@gmail.com,10-Sep-1912,300.94 USD
P00887,"Montvila, Rev. Juozas", male ,27.0,2nd,0,0,0,  211536 ,13.0000,,s,montvila@gmail.com,"Jun 28, 1910",290.12
P00163,"Bengtsson, Mr. John Viktor",male,26.0,Third,0,0,0,347068,7.775,,s,bengtsson@yahoo.com,15/11/1912,USD 96.70
P00645,"Baclini, Miss. Eugenie",Female,0.75,3rd,1,2,1,2666,19.2583,,C,baclini@mail.com,1910-02-04,USD 450.57
P00153,"Meo, Mr. Alfonzo",MALE,55.5,Third,0,0,0,A.5. 11206,8.0500,,s,meo@mail.com,"Feb 12, 1911",235.17
P00871,"Balkic, Mr. Cerin",M,26.0,3,0,0,0,  349248 ,7.8958,,s,balkic@yahoo.com,25-Mar-1911,105.90
P00766,"Hogeboom, Mrs. John C (Anna Andrews)",FEMALE.,51.0,1,1,1,0,  13502 ,77.9583,D11,S,hogeboom@mail.com,1912-07-16,"1,184.19"
P00698,"Mullens, Miss. Katherine ""Katie""",Female,,3,1,0,0,35852,7.7333,,Q,mullens@outlook.com,01-Aug-1912,135.19 USD
P00112,"Zabour, Miss. Hileni",F,14.5,Third,0,1,0,2665,14.4542,,Cherbourg ,zabour@mail.com,"Sep 04, 1911",$175.31
P00227,"Mellors, Mr. William John",male,19.0,2nd,1,0,0,SW/PP 751,10.5000,,S,mellors@mail.com,05-Oct-1911,$349.69
P00631,"Barkworth, Mr. Algernon Henry Wilson",M,80.0,First,1,0,0,  27042 ,30.0000,A23,s,barkworth@outlook.com,"Feb 19, 1912",748.22 USD
P00104,"Johansson, Mr. Gustaf Joel",Male,33.0,Third,0,0,0,7540,8.6542,,Southampton,johansson@gmail.com,03-Aug-1911,USD 325.06
P00422,"Charters, Mr. David",MALE,21.0,3,0,0,0,A/5. 13032,7.7333,,q,charters@outlook.com,"May 03, 1912",USD 205.14
P00420,"Van Impe, Miss. Catharina",f,-1.0,Third,0,0,2,  345773 ,24.1500,,S,vanimpe@outlook.com,28/07/1911,496.51
P00587,"Jarvis, Mr. John Denzil",Male,47.0,Second,0,0,0,237565,15.0000,,S,jarvis@outlook.com,08-Mar-1911,$597.51
P00120,"Andersson, Miss. Ellis Anna Maria",F,2.0,3rd,0,4.0,2,347082,31.2750,,Southampton,andersson@gmail.com,22/10/1910,910.68 USD
P00054,"Faunthorpe, Mrs. Lizzie (Elizabeth Anne Wilkinson)",FEMALE,,2,1,1,0,2926,26.0,,S,faunthorpe@yahoo.com,22-May-1910,$582.28
P00152,"Pears, Mrs. Thomas (Edith Wearne)",FEMALE,22.0,1st,1,1,0,  113776 ,66.6000,C2,S,pears@yahoo.com,1911-03-31,"USD 1,929.84"
P00404,"Hakkarainen, Mr. Pekka Pietari",Male,28.0,3rd,0,1.0,0,  STON/O2. 3101279 ,15.8500,,S,hakkarainen@mail.com,08-Nov-1912,302.15 USD
P00865,"Gill, Mr. John William",m,,2nd,No,0,0,233866,13.0,,S,gill@mail.com,16/12/1910,USD 344.70
P00208,"Albimona, Mr. Nassef Cassem",Male,26.0,3rd,1,0,0,  2699 ,18.7875,,C,albimona@mail.com,02/15/1910,2750000.0
P00786,"Harmer, Mr. Abraham (David Lishin)",MALE,25.0,3rd,No,0,0,  374887 ,7.2500,,s,harmer@outlook.com,14/06/1910,226.98
P00740,"Nankoff, Mr. Minko",male,,3,No,0.0,0,  349218 ,7.8958,,s,nankoff@mail.com,"Sep 20, 1911",$184.30
P00009,"Johnson, Mrs. Oscar W (Elisabeth Vilhelmina Berg)",f,,3rd,1,0,2,  347742 ,11.1333,,s,johnson@gmail.com,06-Nov-1911,USD 275.04
P00741,"Hawksford, Mr. Walter James",m,,1st,1,0,0,  16988 ,30.0000,D45,s,,09/09/1912,"1,067.34 USD"
P00037,"Mamee, Mr. Hanna",MALE,,Third,1,0.0,0,  2677 ,7.2292,,C,mamee@mail.com,11/26/1910,USD 254.92
P00453,"Foreman, Mr. Benjamin Laventall",Male,30.0,1,0,0,0,  113051 ,27.75,C111,Cherbourg ,foreman@yahoo.com,"Sep 22, 1911",723.18 USD
P00254,"Lobb, Mr. William Arthur",m,30.0,3rd,0,1.0,0,A/5. 3336,16.1000,,Southampton,lobb@yahoo.com,"Dec 29, 1910",343.47
P00304,"Keane, Miss. Nora A",female ,,Second,1,0,0,226593,12.3500,E101,q,keane@mail.com,"Jul 30, 1911",USD 443.75
P00705,"Hansen, Mr. Henrik Juul",male,26.0,3rd,0,1.0,0,350025,7.8542,,Southampton,hansen@gmail.com,01/07/1910,234.08 USD
P00572,"Appleton, Mrs. Edward Dale (Charlotte Lamson)",FEMALE.,53.0,1st,1,2,0,11769,51.4792,C101,S,,22/02/1910,$712.98
P00624,"Hansen, Mr. Henry Damsgaard",Male,21.0,Third,0,0,0,  350029 ,7.8542,,Southampton,hansen@yahoo.com,1910-09-28,287.70
P00652,"Doling, Miss. Elsie",FEMALE.,18.0,2,1,0.0,1,231919,23.0000,,Southampton,doling@outlook.com,04/08/1910,
P00661,"Frauenthal, Dr. Henry William",m,,1st,1,2,0,  PC 17611 ,133.6500,,S,frauenthal@gmail.com,07/23/1912,
P00263,"Taussig, Mr. Emil",MALE,52.0,1st,0,1,1,110413,79.6500,,Southampton,taussig@yahoo.com,09/22/1912,"$1,028.51"
P00611,"Andersson, Mrs. Anders Johan (Alfrida Konstantia Brogren)",FEMALE,39.0,3rd,0,1,5,  347082 ,31.2750,,Southampton,andersson@mail.com,1910-10-13,"$1,211.56"
P00298,"Allison, Miss. Helen Loraine",f,2.0,First,0,1,2,  113781 ,151.5500,C22 C26,Southampton,allison@yahoo.com,13-Sep-1911,"1,877.82"
P00415,"Sundman, Mr. Johan Julian",M,44.0,Third,1,0,0,STON/O 2. 3101269,7.9250,,Southampton,sundman@gmail.com,06/01/1912,298.62 USD
P00151,"Bateman, Rev. Robert James",m,51.0,2nd,0,0.0,0,S.O.P. 1166,12.5250,,s,bateman@mail.com,"Jul 26, 1912",367.73
P00724,"Hodges, Mr. Henry Price",m,50.0,Second,0,0,0,  250643 ,13.0000,,S,hodges@gmail.com,"Mar 07, 1910",451.41
P00641,"Jensen, Mr. Hans Peder",Male,20.0,3rd,0,0,0,350050,7.8542,,S,jensen@outlook.com,1910-01-11,94.82
P00812,"Lester, Mr. James",M,39.0,Third,0,0,0,  A/4 48871 ,24.1500,,s,lester@mail.com,1912-01-17,USD 465.26
P00551,"Thayer, Mr. John Borland Jr",Male,17.0,1st,1,0.0,2,17421,110.8833,C70,Cherbourg ,thayer@mail.com,1911-07-16,"USD 1,061.35"
P00863,"Swift, Mrs. Frederick Joel (Margaret Welles Barron)",Female,48.0,1st,1,0,0,17466,25.9292,D17,S,swift@gmail.com,09-Mar-1911,880.97 USD
P00489,"Somerton, Mr. Francis William",m,30.0,3rd,0,0,0,A.5. 18509,8.05,,Southampton,somerton@mail.com,16/08/1911,USD 174.92
P00148,"Ford, Miss. Robina Maggie ""Ruby""",FEMALE.,9.0,3rd,0,2,2,  W./C. 6608 ,34.3750,,S,ford@gmail.com,04/24/1911,USD 759.06
P00147,"Andersson, Mr. August Edvard (""Wennerstrom"")",MALE,27.0,3rd,Yes,0.0,0,350043,7.7958,,Southampton,andersson@gmail.com,01/17/1910,$164.19
P00624,"Hansen, Mr. Henry Damsgaard",Male,21.0,Third,0,0,0,  350029 ,7.8542,,Southampton,hansen@yahoo.com,1910-09-28,287.70
P00851,"Andersson, Master. Sigvard Harald Elias",MALE,,3,0,4,2,347082,31.2750,,Southampton,andersson@mail.com,1912-03-25,$481.13
P00678,"Turja, Miss. Anna Sofia",Female,-1.0,3rd,Yes,0,0,4138,9.8417,,s,turja@gmail.com,22-Sep-1912,USD 229.02
P00349,"Coutts, Master. William Loch ""William""",Male,3.0,Third,1,1,1,C.A. 37671,15.9,,Southampton,coutts@gmail.com,02/14/1910,195.73 USD
P00464,"Milling, Mr. Jacob Christian",MALE,48.0,2nd,0,0,0,  234360 ,13.0000,,Southampton,milling@yahoo.com,29-Aug-1910,467.72 USD
P00326,"Young, Miss. Marie Grice",female ,,1,1,0,0,  PC 17760 ,135.6333,C32,Cherbourg ,,"Jul 10, 1911","2,451.16"
P00187,"O'Brien, Mrs. Thomas (Johanna ""Hannah"" Godfrey)",f,,3rd,1,1,0,  370365 ,15.5000,,Q,obrien@gmail.com,01/07/1910,366.95
P00124,"Webber, Miss. Susan",FEMALE.,32.5,2nd,1,0,0,27267,13.0000,E101,S,webber@yahoo.com,1911-07-23,$246.57
P00780,"Robert, Mrs. Edward Scott (Elisabeth Walton McMillan)",Female,,1st,1,0,1,24160,211.3375,B3,s,robert@mail.com,15-Apr-1912,
P00609,"Laroche, Mrs. Joseph (Juliette Marie Louise Lafargue)",F,22.0,2,1,1,2,SC/Paris 2123,41.5792,,c,,1912-07-10,"1,214.15"
P00144,"Burke, Mr. Jeremiah",m,,3,0,0,0,365222,6.7500,,Queenstown,burke@yahoo.com,1910-03-14,144.57
P00877,"Gustafsson, Mr. Alfred Ossian",Male,20.0,Third,0,0,0,  7534 ,9.8458,,,gustafsson@outlook.com,05/28/1911,102.10 USD
P00198,"Olsen, Mr. Karl Siegwart Andreas",M,42.0,3rd,0,0,1,  4579 ,8.4042,,S,olsen@gmail.com,"Dec 14, 1911",196.49
P00610,"Shutes, Miss. Elizabeth W",FEMALE,40.0,1st,1,0,0,PC 17582,153.4625,C125,s,,04-Aug-1911,"4,527.04"
P00280,"Abbott, Mrs. Stanton (Rosa Hunt)",FEMALE,35.0,3,1,1,1,C.A. 2673,20.2500,,Southampton,,1911-11-20,417.62
P00294,"Haas, Miss. Aloisia",female,24.0,3,0,0,0,349236,8.8500,,Southampton,haas@yahoo.com,04/06/1911,$120.46
P00401,"Niskanen, Mr. Juha",Male,39.0,3rd,1,0,0,STON/O 2. 3101289,7.925,,Southampton,niskanen@mail.com,"Jul 28, 1912",$230.46
P00123,"Nasser, Mr. Nicholas",male,32.5,2,0,1,0,237736,30.0708,,C,nasser@outlook.com,1910-12-11,"$1,154.78"
P00184,"Becker, Master. Richard F", male ,1.0,2,1,2,1,230136,,F4,s,becker@outlook.com,27/05/1911,
P00203,"Johanson, Mr. Jakob Alfred",m,34.0,3,0,0,0,3101264,6.4958,,s,johanson@yahoo.com,06-Mar-1911,USD 105.56
P00439,"Fortune, Mr. Mark",male,,1st,0,1,4,19950,263.0000,C23 C25 C27,S,fortune@gmail.com,"Jan 10, 1911","3,455.51"
P00247,"Lindahl, Miss. Agda Thorilda Viktoria",Female,25.0,3rd,0,0,0,  347071 ,7.7750,,S,lindahl@mail.com,06-Feb-1911,167.88 USD
P00416,"Meek, Mrs. Thomas (Annie Louise Rowley)",Female,,3,No,0,0,343095,8.0500,,S,meek@outlook.com,"Oct 06, 1910",$218.29
P00817,"Heininen, Miss. Wendla Maria",FEMALE.,,3,No,0,0,  STON/O2. 3101290 ,7.9250,,s,heininen@gmail.com,1912-09-26,$167.98
P00811,"Alexander, Mr. William",Male,26.0,3rd,0,0,0,3474,7.8875,,Southampton,alexander@gmail.com,15-Jul-1910,311.51
P00130,"Ekstrom, Mr. Johan",Male,45.0,3rd,0,0,0,347061,6.9750,,s,ekstrom@outlook.com,03/03/1910,USD 255.00
P00638,"Collyer, Mr. Harvey",m,,2nd,0,1,1,  C.A. 31921 ,26.2500,,S,collyer@yahoo.com,1910-01-23,$333.84
P00403,"Jussila, Miss. Mari Aina",female ,21.0,3rd,0,1,0,4137,9.8250,,s,jussila@yahoo.com,05/01/1910,179.43 USD
P00814,"Andersson, Miss. Ebba Iris Alfrida",Female,6.0,3rd,0,4,2,347082,31.2750,,Southampton,andersson@yahoo.com,"Oct 04, 1912",724.51
P00707,"Kelly, Mrs. Florence ""Fannie""",female ,45.0,2nd,1,0,0,  223596 ,13.5000,,S,kelly@gmail.com,03/05/1912,183.80 USD
P00835,"Allum, Mr. Owen George",male,18.0,Third,0,0,0,2223,8.3000,,S,allum@mail.com,05/07/1912,USD 81.06
P00220,"Harris, Mr. Walter",m,30.0,2nd,0,0,0,  W/C 14208 ,10.5000,,Southampton,harris@mail.com,24/11/1911,135.73 USD
P00642,"Sagesser, Mlle. Emma",female ,24.0,1st,1,0,0,PC 17477,69.3000,B35,c,sagesser@mail.com,18/10/1912,"USD 1,774.61"
P00837,"Pasic, Mr. Jakob",MALE,,Third,0,0,0,  315097 ,8.6625,,Southampton,pasic@mail.com,"Sep 17, 1911",309.11
P00689,"Fischer, Mr. Eberhard Thelander", male ,18.0,3rd,0,0,0,350036,7.7958,,s,fischer@yahoo.com,"Oct 20, 1911",USD 280.13
P00840,"Marechal, Mr. Pierre", male ,,1st,1,0,0,11774,29.7000,,,marechal@mail.com,"May 02, 1912","USD 1,135.87"
P00625,"Bowen, Mr. David John ""Dai""",male,21.0,3rd,0,0,0,54636,16.1000,,s,bowen@outlook.com,10/15/1912,$269.24
P00768,"Mangan, Miss. Mary",Female,30.5,Third,0,0,0,  364850 ,7.7500,,Queenstown,mangan@yahoo.com,07/07/1912,USD 161.00
P00697,"Kelly, Mr. James",Male,44.0,3,0,0,0,  363592 ,8.0500,,s,kelly@outlook.com,1910-03-27,$207.88
P00387,"Goodwin, Master. Sidney Leonard",MALE,1.0,3,0,5,2,  CA 2144 ,46.9000,,S,goodwin@gmail.com,27/04/1912,530.21 USD
P00890,"Behr, Mr. Karl Howell",m,26.0,1st,1,0,0,111369,30.0000,C148,C,behr@yahoo.com,21/02/1910,402.93
P00510,"Lang, Mr. Fang", male ,26.0,Third,1,0.0,0,  1601 ,56.4958,,Southampton,lang@gmail.com,24/07/1912,"1,256.50 USD"
P00268,"Persson, Mr. Ernst Ulrik",Male,25.0,3,1,1,0,347083,7.775,,Southampton,persson@yahoo.com,25/02/1911,170.76
P00752,"Moor, Master. Meier",Male,,Third,1,0,1,392096,12.4750,E121,Southampton,moor@gmail.com,05/05/1911,$286.72
P00442,"Hampe, Mr. Leon", male ,20.0,3rd,0,0,0,345769,9.5000,,Southampton,hampe@yahoo.com,"Apr 11, 1911",239.09 USD
P00497,"Eustis, Miss. Elizabeth Mussey",Female,54.0,1,Yes,1.0,0,36947,78.2667,D20,C,eustis@gmail.com,12/23/1910,"1,381.91"
P00113,"Barton, Mr. David John",MALE,22.0,3rd,0,0,0,324669,8.0500,,Southampton,barton@outlook.com,08/28/1912,103.64 USD
P00692,"Karun, Miss. Manca",FEMALE,4.0,3,1,0,1,349256,13.4167,,c,karun@mail.com,1911-07-19,$279.78
P00233,"Sjostedt, Mr. Ernst Adolf",m,59.0,2nd,No,0,0,237442,13.5000,,S,sjostedt@gmail.com,"Sep 24, 1910",$184.19
P00796,"Otter, Mr. Richard", male ,39.0,Second,0,0,0,28213,13.0000,,S,otter@yahoo.com,14/04/1911,313.20
P00608,"Daniel, Mr. Robert Williams",Male,-1.0,1,1,0,0,113804,30.5,,s,daniel@outlook.com,27/05/1911,$583.33
P00672,"Davidson, Mr. Thornton",male,31.0,First,0,1.0,0,  F.C. 12750 ,52.0000,B71,S,davidson@outlook.com,30-Sep-1910,"USD 1,896.59"
P00374,"Ringhini, Mr. Sante",MALE,-1.0,1st,0,0.0,0,PC 17760,135.6333,,Cherbourg ,ringhini@yahoo.com,09/19/1910,"3,588.80 USD"
P00004,"Futrelle, Mrs. Jacques Heath (Lily May Peel)",Female,35.0,1,1,1.0,0,  113803 ,,C123,S,futrelle@yahoo.com,03/31/1912,"1,705.15 USD"
P00833,"Saad, Mr. Amin",Male,,Third,0,0,0,  2671 ,7.2292,,Cherbourg ,saad@yahoo.com,1912-03-11,USD 188.20
P00234,"Asplund, Miss. Lillian Gertrud",female,5.0,3rd,1,4,2,347077,31.3875,,S,asplund@mail.com,09-Jul-1912,$676.46
P00721,"Harper, Miss. Annie Jessie ""Nina""",female,6.0,2nd,1,0,1,  248727 ,33.0000,,S,harper@gmail.com,07-Jun-1910,"1,083.24"
P00677,"Sawyer, Mr. Frederick Charles",MALE,24.5,3rd,0,0,0,  342826 ,8.0500,,s,sawyer@outlook.com,"Oct 23, 1911",68.47
P00318,"Moraweck, Dr. Ernest",Male,-1.0,2,0,0,0,29011,14.0000,,S,moraweck@outlook.com,"Nov 08, 1910",228.56
P00649,"Willey, Mr. Edward",MALE,,Third,0,0,0,S.O./P.P. 751,7.5500,,s,willey@mail.com,"Nov 11, 1911",168.69
P00411,"Sdycoff, Mr. Todor",male,,Third,0,0,0,  349222 ,7.8958,,s,sdycoff@gmail.com,"Mar 16, 1911",205.33
P00821,"Hays, Mrs. Charles Melville (Clara Jennings Gregg)",FEMALE,52.0,First,Yes,1.0,1,12749,93.5000,B69,S,hays@gmail.com,"May 30, 1911","$1,893.29"
P00710,"Moubarek, Master. Halim Gonios (""William George"")",Male,,Third,1,1,1,  2661 ,15.2458,,c,moubarek@yahoo.com,"Nov 27, 1910",567.53
P00359,"McGovern, Miss. Mary",F,,Third,1,0,0,  330931 ,7.8792,,q,,06-Dec-1912,297.43
P00259,"Ward, Miss. Anna",F,35.0,1,1,0,0,PC 17755,512.3292,,c,ward@gmail.com,1912-07-21,"$18,739.46"
P00628,"Longley, Miss. Gretchen Fiske",FEMALE,21.0,1,1,0,0,13502,77.9583,D9,S,longley@yahoo.com,26/06/1911,"1,008.90 USD"
P00633,"Stahelin-Maeglin, Dr. Max",M,32.0,1,1,0,0,13214,30.5000,B50,C,stahelinmaeglin@yahoo.com,14/06/1910,USD 986.29
P00283,"de Pelsmaeker, Mr. Alfons",m,16.0,Third,0,0,0,  345778 ,9.5,,s,depelsmaeker@outlook.com,1910-07-14,304.71
P00377,"Landergren, Miss. Aurora Adelia",F,22.0,Third,1,0,0,  C 7077 ,7.25,,S,landergren@outlook.com,02/13/1911,USD 285.04
