Passenger Id,Name,Sex,Age,Pclass,Survived,SibSp,Parch,Ticket,Fare,Cabin,HasCabin,Deck,Embarked,Email,Join Date,Annual Spend
P00288,"Naidenoff, Mr. Penko",Male,26.0,3,0,0,0,349206,7.8958,,0,Unknown,S,naidenoff@outlook.com,1910-10-11,118.55
P00553,"O'Brien, Mr. Timothy",Male,19.0,3,0,0,0,330979,7.8292,,0,Unknown,Q,obrien@mail.com,1911-04-20,78.5
P00018,"Williams, Mr. Charles Eugene",Male,35.0,2,1,0,0,244373,13.0,,0,Unknown,S,williams@gmail.com,1911-02-11,209.01
P00128,"Madsen, Mr. Fridtjof Arne",Male,24.0,3,1,0,0,C 17369,7.1417,,0,Unknown,S,madsen@mail.com,1910-02-15,66.33
P00323,"Slayter, Miss. Hilda Mary",Female,30.0,2,1,0,0,234818,12.35,,0,Unknown,Q,slayter@outlook.com,1912-08-07,251.1
P00256,"Touma, Mrs. Darwis (Hanne Youssef Razi)",Female,29.0,3,1,0,2,2650,15.2458,,0,Unknown,C,touma@gmail.com,1911-08-05,487.29
P00605,"Homer, Mr. Harry (""Mr E Haven"")",Male,35.0,3,1,0,0,111426,26.55,,0,Unknown,C,homer@mail.com,1911-04-18,754.39
P00883,"Dahlberg, Miss. Gerda Ulrika",Female,22.0,3,0,0,0,7552,10.5167,,0,Unknown,S,dahlberg@yahoo.com,1911-03-08,381.02
P00191,"Pinsky, Mrs. (Rosa)",Female,32.0,2,1,0,0,234604,13.0,,0,Unknown,S,pinsky@outlook.com,1912-12-19,483.67
P00116,"Pekoniemi, Mr. Edvard",Male,21.0,3,0,0,0,STON/O 2. 3101294,7.925,,0,Unknown,S,pekoniemi@outlook.com,1912-07-19,297.18
P00681,"Peters, Miss. Katie",Female,21.0,3,0,0,0,330935,8.1375,,0,Unknown,Q,peters@outlook.com,1911-01-31,213.05
P00181,"Sage, Miss. Constance Gladys",Female,18.0,3,0,8,2,CA. 2343,69.55,,0,Unknown,S,sage@mail.com,1910-08-17,1914.52
P00302,"McCoy, Mr. Bernard",Male,25.0,3,1,2,0,367226,23.25,,0,Unknown,Q,,1910-06-07,837.06
P00696,"Chapman, Mr. Charles Henry",Male,52.0,2,0,0,0,248731,13.5,,0,Unknown,S,,1912-06-20,256.88
P00654,"O'Leary, Miss. Hanora ""Norah""",Female,21.0,3,1,0,0,330919,7.8292,,0,Unknown,Q,oleary@mail.com,1910-09-10,179.75
P00665,"Lindqvist, Mr. Eino William",Male,20.0,3,1,1,0,STON/O 2. 3101285,7.925,,0,Unknown,S,lindqvist@outlook.com,1910-06-28,256.94
P00629,"Bostandyeff, Mr. Guentcho",Male,26.0,3,0,0,0,349224,7.8958,,0,Unknown,S,bostandyeff@outlook.com,1911-05-20,113.11
P00660,"Newell, Mr. Arthur Webster",Male,58.0,1,0,0,2,35273,113.275,D48,1,D,C,newell@yahoo.com,1910-04-11,1380.65
P00518,"Ryan, Mr. Patrick",Male,22.0,3,0,0,0,371110,24.15,,0,Unknown,Q,ryan@gmail.com,1910-01-02,863.45
P00831,"Yasbeck, Mrs. Antoni (Selini Alexander)",Female,15.0,3,1,1,0,2659,14.4542,,0,Unknown,C,yasbeck@gmail.com,1912-03-23,217.46
P00158,"Corn, Mr. Harry",Male,30.0,3,0,0,0,SOTON/OQ 392090,8.05,,0,Unknown,S,corn@outlook.com,1912-01-02,286.1
P00736,"Williams, Mr. Leslie",Male,28.5,3,0,0,0,54636,16.1,,0,Unknown,S,williams@outlook.com,1911-09-25,320.22
P00172,"Rice, Master. Arthur",Male,4.0,3,0,4,1,382652,29.125,,0,Unknown,Q,rice@gmail.com,1910-06-07,252.89
P00017,"Rice, Master. Eugene",Male,2.0,3,0,4,1,382652,29.125,,0,Unknown,Q,rice@outlook.com,1910-07-09,336.17
P00512,"Webber, Mr. James",Male,19.0,3,0,0,0,SOTON/OQ 3101316,8.05,,0,Unknown,S,webber@outlook.com,1910-11-25,313.95
P00049,"Samaan, Mr. Youssef",Male,28.0,3,0,2,0,2662,21.6792,,0,Unknown,C,samaan@outlook.com,1911-07-11,243.08
P00889,"Johnston, Miss. Catherine Helen ""Carrie""",Female,22.0,3,0,1,2,W./C. 6607,23.45,,0,Unknown,S,johnston@gmail.com,1912-01-20,538.53
P00516,"Walker, Mr. William Anderson",Male,47.0,1,0,0,0,36967,34.0208,D46,1,D,S,walker@gmail.com,1911-01-15,1322.05
P00630,"O'Connell, Mr. Patrick D",Male,19.0,3,0,0,0,334912,7.7333,,0,Unknown,Q,oconnell@yahoo.com,1912-08-04,133.96
P00481,"Goodwin, Master. Harold Victor",Male,9.0,3,0,5,2,CA 2144,46.9,,0,Unknown,S,goodwin@yahoo.com,1911-01-11,1796.94
P00284,"Dorking, Mr. Edward Arthur",Male,19.0,3,1,0,0,A/5. 10482,8.05,,0,Unknown,S,dorking@yahoo.com,1910-01-10,194.28
P00602,"Slabenoff, Mr. Petco",Male,25.0,3,0,0,0,349214,7.8958,,0,Unknown,S,slabenoff@mail.com,1910-02-02,226.94
P00226,"Berglund, Mr. Karl Ivar Sven",Male,22.0,3,0,0,0,PP 4348,9.35,,0,Unknown,S,berglund@yahoo.com,1912-12-26,116.09
P00027,"Emir, Mr. Farred Chehab",Male,26.0,3,0,0,0,2631,7.225,,0,Unknown,C,emir@yahoo.com,1912-08-05,89.66
P00718,"Troutt, Miss. Edwina Celia ""Winnie""",Female,27.0,3,1,0,0,34218,10.5,E101,1,E,S,troutt@yahoo.com,1910-09-16,228.47
P00438,"Richards, Mrs. Sidney (Emily Hocking)",Female,24.0,2,1,2,3,29106,18.75,,0,Unknown,S,,1912-01-10,312.21
P00870,"Johnson, Master. Harold Theodor",Male,4.0,3,1,1,1,347742,11.1333,,0,Unknown,S,johnson@gmail.com,1911-02-26,207.4
P00365,"O'Brien, Mr. Thomas",Male,26.0,3,0,1,0,370365,15.5,,0,Unknown,Q,obrien@gmail.com,1910-04-03,546.78
P00230,"Lefebre, Miss. Mathilde",Female,19.0,3,0,3,1,4133,25.4667,,0,Unknown,S,lefebre@gmail.com,1910-01-16,744.4
P00038,"Cann, Mr. Ernest Charles",Male,21.0,3,0,0,0,A./5. 2152,8.05,,0,Unknown,S,cann@mail.com,1911-04-04,214.9
P00884,"Banfield, Mr. Frederick James",Male,37.0,2,0,0,0,C.A./SOTON 34068,10.5,,0,Unknown,S,banfield@gmail.com,1912-04-21,298.53
P00375,"Palsson, Miss. Stina Viola",Female,3.0,3,0,3,1,349909,21.075,,0,Unknown,S,palsson@mail.com,1910-02-10,712.3
P00470,"Baclini, Miss. Helene Barbara",Female,0.75,3,1,2,1,2666,19.2583,,0,Unknown,C,,1910-01-04,319.075
P00886,"Rice, Mrs. William (Margaret Norton)",Female,39.0,3,0,0,5,382652,29.125,,0,Unknown,Q,,1910-12-30,897.28
P00779,"Kilgannon, Mr. Thomas J",Male,28.0,3,0,0,0,36865,7.7375,,0,Unknown,Q,kilgannon@yahoo.com,1912-03-05,276.67
P00667,"Butler, Mr. Reginald Fenton",Male,25.0,3,0,0,0,234686,13.0,,0,Unknown,S,butler@outlook.com,1912-04-26,311.14
P00195,"Brown, Mrs. James Joseph (Margaret Tobin)",Female,44.0,1,1,0,0,PC 17610,27.7208,,0,Unknown,C,brown@mail.com,1912-07-07,882.62
P00781,"Ayoub, Miss. Banoura",Female,13.0,3,1,0,0,2687,7.2292,,0,Unknown,C,ayoub@mail.com,1911-09-13,201.01
P00791,"Keane, Mr. Andrew ""Andy""",Male,27.0,3,0,0,0,12460,7.75,,0,Unknown,Q,,1910-01-14,265.49
P00504,"Laitinen, Miss. Kristina Sofia",Female,37.0,3,0,0,0,4135,9.5875,,0,Unknown,S,laitinen@mail.com,1910-08-25,332.79
P00888,"Graham, Miss. Margaret Edith",Female,19.0,3,1,0,0,112053,30.0,B42,1,B,S,graham@gmail.com,1910-04-12,572.22
P00762,"Nirva, Mr. Iisakki Antino Aijo",Male,27.0,3,0,0,0,SOTON/O2 3101272,7.125,,0,Unknown,S,nirva@outlook.com,1910-02-26,115.08
P00580,"Jussila, Mr. Eiriik",Male,32.0,3,1,0,0,STON/O 2. 3101286,7.925,,0,Unknown,S,jussila@gmail.com,1912-09-10,300.94
P00887,"Montvila, Rev. Juozas",Male,27.0,2,0,0,0,211536,13.0,,0,Unknown,S,montvila@gmail.com,1910-06-28,290.12
P00163,"Bengtsson, Mr. John Viktor",Male,26.0,3,0,0,0,347068,7.775,,0,Unknown,S,bengtsson@yahoo.com,1912-11-15,96.7
P00645,"Baclini, Miss. Eugenie",Female,0.75,3,1,2,1,2666,19.2583,,0,Unknown,C,baclini@mail.com,1910-02-04,450.57
P00153,"Meo, Mr. Alfonzo",Male,55.5,3,0,0,0,A.5. 11206,8.05,,0,Unknown,S,meo@mail.com,1911-02-12,235.17
P00871,"Balkic, Mr. Cerin",Male,26.0,3,0,0,0,349248,7.8958,,0,Unknown,S,balkic@yahoo.com,1911-03-25,105.9
P00766,"Hogeboom, Mrs. John C (Anna Andrews)",Female,51.0,1,1,1,0,13502,77.9583,D11,1,D,S,hogeboom@mail.com,1912-07-16,1184.19
P00698,"Mullens, Miss. Katherine ""Katie""",Female,33.5,3,1,0,0,35852,7.7333,,0,Unknown,Q,mullens@outlook.com,1912-08-01,135.19
P00112,"Zabour, Miss. Hileni",Female,14.5,3,0,1,0,2665,14.4542,,0,Unknown,C,zabour@mail.com,1911-09-04,175.31
P00227,"Mellors, Mr. William John",Male,19.0,2,1,0,0,SW/PP 751,10.5,,0,Unknown,S,mellors@mail.com,1911-10-05,349.69
P00631,"Barkworth, Mr. Algernon Henry Wilson",Male,80.0,3,1,0,0,27042,30.0,A23,1,A,S,barkworth@outlook.com,1912-02-19,748.22
P00104,"Johansson, Mr. Gustaf Joel",Male,33.0,3,0,0,0,7540,8.6542,,0,Unknown,S,johansson@gmail.com,1911-08-03,325.06
P00422,"Charters, Mr. David",Male,21.0,3,0,0,0,A/5. 13032,7.7333,,0,Unknown,Q,charters@outlook.com,1912-05-03,205.14
P00420,"Van Impe, Miss. Catharina",Female,14.0,3,0,0,2,345773,24.15,,0,Unknown,S,vanimpe@outlook.com,1911-07-28,496.51
P00587,"Jarvis, Mr. John Denzil",Male,47.0,3,0,0,0,237565,15.0,,0,Unknown,S,jarvis@outlook.com,1911-03-08,597.51
P00120,"Andersson, Miss. Ellis Anna Maria",Female,2.0,3,0,4,2,347082,31.275,,0,Unknown,S,andersson@gmail.com,1910-10-22,910.68
P00054,"Faunthorpe, Mrs. Lizzie (Elizabeth Anne Wilkinson)",Female,5.0,2,1,1,0,2926,26.0,,0,Unknown,S,faunthorpe@yahoo.com,1910-05-22,582.28
P00152,"Pears, Mrs. Thomas (Edith Wearne)",Female,22.0,1,1,1,0,113776,66.6,C2,1,C,S,pears@yahoo.com,1911-03-31,1929.84
P00404,"Hakkarainen, Mr. Pekka Pietari",Male,28.0,3,0,1,0,STON/O2. 3101279,15.85,,0,Unknown,S,hakkarainen@mail.com,1912-11-08,302.15
P00865,"Gill, Mr. John William",Male,35.0,2,0,0,0,233866,13.0,,0,Unknown,S,gill@mail.com,1910-12-16,344.7
P00208,"Albimona, Mr. Nassef Cassem",Male,26.0,3,1,0,0,2699,18.7875,,0,Unknown,C,albimona@mail.com,1910-02-15,7727.5800000000045
P00786,"Harmer, Mr. Abraham (David Lishin)",Male,25.0,3,0,0,0,374887,7.25,,0,Unknown,S,harmer@outlook.com,1910-06-14,226.98
P00740,"Nankoff, Mr. Minko",Male,26.0,3,0,0,0,349218,7.8958,,0,Unknown,S,nankoff@mail.com,1911-09-20,184.3
P00009,"Johnson, Mrs. Oscar W (Elisabeth Vilhelmina Berg)",Female,20.0,3,1,0,2,347742,11.1333,,0,Unknown,S,johnson@gmail.com,1911-11-06,275.04
P00741,"Hawksford, Mr. Walter James",Male,36.0,1,1,0,0,16988,30.0,D45,1,D,S,,1912-09-09,1067.34
P00037,"Mamee, Mr. Hanna",Male,25.5,3,1,0,0,2677,7.2292,,0,Unknown,C,mamee@mail.com,1910-11-26,254.92
P00453,"Foreman, Mr. Benjamin Laventall",Male,30.0,1,0,0,0,113051,27.75,C111,1,C,C,foreman@yahoo.com,1911-09-22,723.18
P00254,"Lobb, Mr. William Arthur",Male,30.0,3,0,1,0,A/5. 3336,16.1,,0,Unknown,S,lobb@yahoo.com,1910-12-29,343.47
P00304,"Keane, Miss. Nora A",Female,27.0,3,1,0,0,226593,12.35,E101,1,E,Q,keane@mail.com,1911-07-30,443.75
P00705,"Hansen, Mr. Henrik Juul",Male,26.0,3,0,1,0,350025,7.8542,,0,Unknown,S,hansen@gmail.com,1910-07-01,234.08
P00572,"Appleton, Mrs. Edward Dale (Charlotte Lamson)",Female,53.0,1,1,2,0,11769,51.4792,C101,1,C,S,,1910-02-22,712.98
P00624,"Hansen, Mr. Henry Damsgaard",Male,21.0,3,0,0,0,350029,7.8542,,0,Unknown,S,hansen@yahoo.com,1910-09-28,287.7
P00652,"Doling, Miss. Elsie",Female,18.0,2,1,0,1,231919,23.0,,0,Unknown,S,doling@outlook.com,1910-08-04,379.24
P00661,"Frauenthal, Dr. Henry William",Male,36.0,1,1,2,0,PC 17611,133.65,,0,Unknown,S,frauenthal@gmail.com,1912-07-23,1192.635
P00263,"Taussig, Mr. Emil",Male,52.0,1,0,1,1,110413,79.65,,0,Unknown,S,taussig@yahoo.com,1912-09-22,1028.51
P00611,"Andersson, Mrs. Anders Johan (Alfrida Konstantia Brogren)",Female,39.0,3,0,1,5,347082,31.275,,0,Unknown,S,andersson@mail.com,1910-10-13,1211.56
P00298,"Allison, Miss. Helen Loraine",Female,2.0,3,0,1,2,113781,151.55,C22 C26,1,C,S,allison@yahoo.com,1911-09-13,1877.82
P00415,"Sundman, Mr. Johan Julian",Male,44.0,3,1,0,0,STON/O 2. 3101269,7.925,,0,Unknown,S,sundman@gmail.com,1912-01-06,298.62
P00151,"Bateman, Rev. Robert James",Male,51.0,2,0,0,0,S.O.P. 1166,12.525,,0,Unknown,S,bateman@mail.com,1912-07-26,367.73
P00724,"Hodges, Mr. Henry Price",Male,50.0,3,0,0,0,250643,13.0,,0,Unknown,S,hodges@gmail.com,1910-03-07,451.41
P00641,"Jensen, Mr. Hans Peder",Male,20.0,3,0,0,0,350050,7.8542,,0,Unknown,S,jensen@outlook.com,1910-01-11,94.82
P00812,"Lester, Mr. James",Male,39.0,3,0,0,0,A/4 48871,24.15,,0,Unknown,S,lester@mail.com,1912-01-17,465.26
P00551,"Thayer, Mr. John Borland Jr",Male,17.0,1,1,0,2,17421,110.8833,C70,1,C,C,thayer@mail.com,1911-07-16,1061.35
P00489,"Somerton, Mr. Francis William",Male,30.0,3,0,0,0,A.5. 18509,8.05,,0,Unknown,S,somerton@mail.com,1911-08-16,174.92
P00148,"Ford, Miss. Robina Maggie ""Ruby""",Female,9.0,3,0,2,2,W./C. 6608,34.375,,0,Unknown,S,ford@gmail.com,1911-04-24,759.06
P00147,"Andersson, Mr. August Edvard (""Wennerstrom"")",Male,27.0,3,1,0,0,350043,7.7958,,0,Unknown,S,andersson@gmail.com,1910-01-17,164.19
P00851,"Andersson, Master. Sigvard Harald Elias",Male,28.0,3,0,4,2,347082,31.275,,0,Unknown,S,andersson@mail.com,1912-03-25,481.13
P00678,"Turja, Miss. Anna Sofia",Female,18.0,3,1,0,0,4138,9.8417,,0,Unknown,S,turja@gmail.com,1912-09-22,229.02
P00349,"Coutts, Master. William Loch ""William""",Male,3.0,3,1,1,1,C.A. 37671,15.9,,0,Unknown,S,coutts@gmail.com,1910-02-14,195.73
P00464,"Milling, Mr. Jacob Christian",Male,48.0,2,0,0,0,234360,13.0,,0,Unknown,S,milling@yahoo.com,1910-08-29,467.72
P00326,"Young, Miss. Marie Grice",Female,24.0,1,1,0,0,PC 17760,135.6333,C32,1,C,C,,1911-07-10,2451.16
P00187,"O'Brien, Mrs. Thomas (Johanna ""Hannah"" Godfrey)",Female,20.0,3,1,1,0,370365,15.5,,0,Unknown,Q,obrien@gmail.com,1910-07-01,366.95
P00124,"Webber, Miss. Susan",Female,32.5,2,1,0,0,27267,13.0,E101,1,E,S,webber@yahoo.com,1911-07-23,246.57
P00780,"Robert, Mrs. Edward Scott (Elisabeth Walton McMillan)",Female,48.0,1,1,0,1,24160,211.3375,B3,1,B,S,robert@mail.com,1912-04-15,1192.635
P00609,"Laroche, Mrs. Joseph (Juliette Marie Louise Lafargue)",Female,22.0,2,1,1,2,SC/Paris 2123,41.5792,,0,Unknown,C,,1912-07-10,1214.15
P00144,"Burke, Mr. Jeremiah",Male,30.0,3,0,0,0,365222,6.75,,0,Unknown,Q,burke@yahoo.com,1910-03-14,144.57
P00877,"Gustafsson, Mr. Alfred Ossian",Male,20.0,3,0,0,0,7534,9.8458,,0,Unknown,S,gustafsson@outlook.com,1911-05-28,102.1
P00198,"Olsen, Mr. Karl Siegwart Andreas",Male,42.0,3,0,0,1,4579,8.4042,,0,Unknown,S,olsen@gmail.com,1911-12-14,196.49
P00610,"Shutes, Miss. Elizabeth W",Female,40.0,1,1,0,0,PC 17582,153.4625,C125,1,C,S,,1911-08-04,4527.04
P00280,"Abbott, Mrs. Stanton (Rosa Hunt)",Female,35.0,3,1,1,1,C.A. 2673,20.25,,0,Unknown,S,,1911-11-20,417.62
P00294,"Haas, Miss. Aloisia",Female,24.0,3,0,0,0,349236,8.85,,0,Unknown,S,haas@yahoo.com,1911-06-04,120.46
P00401,"Niskanen, Mr. Juha",Male,39.0,3,1,0,0,STON/O 2. 3101289,7.925,,0,Unknown,S,niskanen@mail.com,1912-07-28,230.46
P00123,"Nasser, Mr. Nicholas",Male,32.5,2,0,1,0,237736,30.0708,,0,Unknown,C,nasser@outlook.com,1910-12-11,1154.78
P00184,"Becker, Master. Richard F",Male,1.0,2,1,2,1,230136,13.7917,F4,1,F,S,becker@outlook.com,1911-05-27,379.24
P00203,"Johanson, Mr. Jakob Alfred",Male,34.0,3,0,0,0,3101264,6.4958,,0,Unknown,S,johanson@yahoo.com,1911-03-06,105.56
P00439,"Fortune, Mr. Mark",Male,45.5,1,0,1,4,19950,263.0,C23 C25 C27,1,C,S,fortune@gmail.com,1911-01-10,3455.51
P00247,"Lindahl, Miss. Agda Thorilda Viktoria",Female,25.0,3,0,0,0,347071,7.775,,0,Unknown,S,lindahl@mail.com,1911-02-06,167.88
P00416,"Meek, Mrs. Thomas (Annie Louise Rowley)",Female,33.5,3,0,0,0,343095,8.05,,0,Unknown,S,meek@outlook.com,1910-10-06,218.29
P00817,"Heininen, Miss. Wendla Maria",Female,42.0,3,0,0,0,STON/O2. 3101290,7.925,,0,Unknown,S,heininen@gmail.com,1912-09-26,167.98
P00811,"Alexander, Mr. William",Male,26.0,3,0,0,0,3474,7.8875,,0,Unknown,S,alexander@gmail.com,1910-07-15,311.51
P00130,"Ekstrom, Mr. Johan",Male,45.0,3,0,0,0,347061,6.975,,0,Unknown,S,ekstrom@outlook.com,1910-03-03,255.0
P00638,"Collyer, Mr. Harvey",Male,35.0,2,0,1,1,C.A. 31921,26.25,,0,Unknown,S,collyer@yahoo.com,1910-01-23,333.84
P00403,"Jussila, Miss. Mari Aina",Female,21.0,3,0,1,0,4137,9.825,,0,Unknown,S,jussila@yahoo.com,1910-01-05,179.43
P00814,"Andersson, Miss. Ebba Iris Alfrida",Female,6.0,3,0,4,2,347082,31.275,,0,Unknown,S,andersson@yahoo.com,1912-10-04,724.51
P00707,"Kelly, Mrs. Florence ""Fannie""",Female,45.0,2,1,0,0,223596,13.5,,0,Unknown,S,kelly@gmail.com,1912-05-03,183.8
P00835,"Allum, Mr. Owen George",Male,18.0,3,0,0,0,2223,8.3,,0,Unknown,S,allum@mail.com,1912-07-05,81.06
P00220,"Harris, Mr. Walter",Male,30.0,2,0,0,0,W/C 14208,10.5,,0,Unknown,S,harris@mail.com,1911-11-24,135.73
P00642,"Sagesser, Mlle. Emma",Female,24.0,1,1,0,0,PC 17477,69.3,B35,1,B,C,sagesser@mail.com,1912-10-18,1774.61
P00837,"Pasic, Mr. Jakob",Male,25.5,3,0,0,0,315097,8.6625,,0,Unknown,S,pasic@mail.com,1911-09-17,309.11
P00689,"Fischer, Mr. Eberhard Thelander",Male,18.0,3,0,0,0,350036,7.7958,,0,Unknown,S,fischer@yahoo.com,1911-10-20,280.13
P00840,"Marechal, Mr. Pierre",Male,45.5,1,1,0,0,11774,29.7,,0,Unknown,S,marechal@mail.com,1912-05-02,1135.87
P00625,"Bowen, Mr. David John ""Dai""",Male,21.0,3,0,0,0,54636,16.1,,0,Unknown,S,bowen@outlook.com,1912-10-15,269.24
P00768,"Mangan, Miss. Mary",Female,30.5,3,0,0,0,364850,7.75,,0,Unknown,Q,mangan@yahoo.com,1912-07-07,161.0
P00697,"Kelly, Mr. James",Male,44.0,3,0,0,0,363592,8.05,,0,Unknown,S,kelly@outlook.com,1910-03-27,207.88
P00387,"Goodwin, Master. Sidney Leonard",Male,1.0,3,0,5,2,CA 2144,46.9,,0,Unknown,S,goodwin@gmail.com,1912-04-27,530.21
P00890,"Behr, Mr. Karl Howell",Male,26.0,1,1,0,0,111369,30.0,C148,1,C,C,behr@yahoo.com,1910-02-21,402.93
P00510,"Lang, Mr. Fang",Male,26.0,3,1,0,0,1601,56.4958,,0,Unknown,S,lang@gmail.com,1912-07-24,1256.5
P00268,"Persson, Mr. Ernst Ulrik",Male,25.0,3,1,1,0,347083,7.775,,0,Unknown,S,persson@yahoo.com,1911-02-25,170.76
P00752,"Moor, Master. Meier",Male,22.0,3,1,0,1,392096,12.475,E121,1,E,S,moor@gmail.com,1911-05-05,286.72
P00442,"Hampe, Mr. Leon",Male,20.0,3,0,0,0,345769,9.5,,0,Unknown,S,hampe@yahoo.com,1911-04-11,239.09
P00497,"Eustis, Miss. Elizabeth Mussey",Female,54.0,1,1,1,0,36947,78.2667,D20,1,D,C,eustis@gmail.com,1910-12-23,1381.91
P00113,"Barton, Mr. David John",Male,22.0,3,0,0,0,324669,8.05,,0,Unknown,S,barton@outlook.com,1912-08-28,103.64
P00692,"Karun, Miss. Manca",Female,4.0,3,1,0,1,349256,13.4167,,0,Unknown,C,karun@mail.com,1911-07-19,279.78
P00233,"Sjostedt, Mr. Ernst Adolf",Male,59.0,2,0,0,0,237442,13.5,,0,Unknown,S,sjostedt@gmail.com,1910-09-24,184.19
P00796,"Otter, Mr. Richard",Male,39.0,3,0,0,0,28213,13.0,,0,Unknown,S,otter@yahoo.com,1911-04-14,313.2
P00608,"Daniel, Mr. Robert Williams",Male,33.5,1,1,0,0,113804,30.5,,0,Unknown,S,daniel@outlook.com,1911-05-27,583.33
P00672,"Davidson, Mr. Thornton",Male,31.0,3,0,1,0,F.C. 12750,52.0,B71,1,B,S,davidson@outlook.com,1910-09-30,1896.59
P00374,"Ringhini, Mr. Sante",Male,35.0,1,0,0,0,PC 17760,135.6333,,0,Unknown,C,ringhini@yahoo.com,1910-09-19,3588.8
P00833,"Saad, Mr. Amin",Male,22.0,3,0,0,0,2671,7.2292,,0,Unknown,C,saad@yahoo.com,1912-03-11,188.2
P00234,"Asplund, Miss. Lillian Gertrud",Female,5.0,3,1,4,2,347077,31.3875,,0,Unknown,S,asplund@mail.com,1912-07-09,676.46
P00721,"Harper, Miss. Annie Jessie ""Nina""",Female,6.0,2,1,0,1,248727,33.0,,0,Unknown,S,harper@gmail.com,1910-06-07,1083.24
P00677,"Sawyer, Mr. Frederick Charles",Male,24.5,3,0,0,0,342826,8.05,,0,Unknown,S,sawyer@outlook.com,1911-10-23,68.47
P00318,"Moraweck, Dr. Ernest",Male,22.0,2,0,0,0,29011,14.0,,0,Unknown,S,moraweck@outlook.com,1910-11-08,228.56
P00649,"Willey, Mr. Edward",Male,25.5,3,0,0,0,S.O./P.P. 751,7.55,,0,Unknown,S,willey@mail.com,1911-11-11,168.69
P00411,"Sdycoff, Mr. Todor",Male,25.5,3,0,0,0,349222,7.8958,,0,Unknown,S,sdycoff@gmail.com,1911-03-16,205.33
P00821,"Hays, Mrs. Charles Melville (Clara Jennings Gregg)",Female,52.0,3,1,1,1,12749,93.5,B69,1,B,S,hays@gmail.com,1911-05-30,1893.29
P00710,"Moubarek, Master. Halim Gonios (""William George"")",Male,22.0,3,1,1,1,2661,15.2458,,0,Unknown,C,moubarek@yahoo.com,1910-11-27,567.53
P00359,"McGovern, Miss. Mary",Female,22.0,3,1,0,0,330931,7.8792,,0,Unknown,Q,,1912-12-06,297.43
P00259,"Ward, Miss. Anna",Female,35.0,1,1,0,0,PC 17755,512.3292,,0,Unknown,C,ward@gmail.com,1912-07-21,7727.5800000000045
P00628,"Longley, Miss. Gretchen Fiske",Female,21.0,1,1,0,0,13502,77.9583,D9,1,D,S,longley@yahoo.com,1911-06-26,1008.9
P00633,"Stahelin-Maeglin, Dr. Max",Male,32.0,1,1,0,0,13214,30.5,B50,1,B,C,stahelinmaeglin@yahoo.com,1910-06-14,986.29
P00283,"de Pelsmaeker, Mr. Alfons",Male,16.0,3,0,0,0,345778,9.5,,0,Unknown,S,depelsmaeker@outlook.com,1910-07-14,304.71
P00377,"Landergren, Miss. Aurora Adelia",Female,22.0,3,1,0,0,C 7077,7.25,,0,Unknown,S,landergren@outlook.com,1911-02-13,285.04
P00385,"Plotcharsky, Mr. Vasil",Male,25.5,3,0,0,0,349227,7.8958,,0,Unknown,S,plotcharsky@gmail.com,1912-02-21,144.29
P00225,"Hoyt, Mr. Frederick Maxfield",Male,38.0,3,1,1,0,19943,90.0,C93,1,C,S,hoyt@outlook.com,1911-06-21,920.57
P00035,"Meyer, Mr. Edgar Joseph",Male,28.0,3,0,1,0,PC 17604,82.1708,,0,Unknown,S,meyer@mail.com,1912-11-01,1323.29
P00747,"Abbott, Mr. Rossmore Edward",Male,16.0,3,0,1,1,C.A. 2673,20.25,,0,Unknown,S,abbott@outlook.com,1911-12-11,760.33
P00473,"West, Mrs. Edwy Arthur (Ada Mary Worth)",Female,33.0,2,1,1,2,C.A. 34651,27.75,,0,Unknown,S,west@yahoo.com,1910-08-10,257.6
P00348,"Davison, Mrs. Thomas Henry (Mary E Finck)",Female,42.0,3,1,1,0,386525,16.1,,0,Unknown,S,davison@mail.com,1910-11-23,219.55
P00506,"Penasco y Castellana, Mr. Victor de Satode",Male,18.0,1,0,1,0,PC 17758,108.9,C65,1,C,C,penascoycastellana@yahoo.com,1911-11-10,2735.21
P00640,"Thorneycroft, Mr. Percival",Male,26.0,3,0,1,0,376564,16.1,,0,Unknown,S,thorneycroft@mail.com,1910-04-09,287.65
P00849,"Harper, Rev. John",Male,28.0,3,0,0,1,248727,33.0,,0,Unknown,S,harper@mail.com,1910-08-12,1086.91
P00827,"Lam, Mr. Len",Male,22.0,3,0,0,0,1601,56.4958,,0,Unknown,S,lam@outlook.com,1911-02-20,1548.19
P00620,"Gavey, Mr. Lawrence",Male,26.0,3,0,0,0,31028,10.5,,0,Unknown,S,gavey@gmail.com,1911-01-01,319.075
P00782,"Dick, Mrs. Albert Adrian (Vera Gillespie)",Female,17.0,1,1,1,0,17474,57.0,B20,1,B,S,dick@outlook.com,1910-10-21,1842.18
P00646,"Harper, Mr. Henry Sleeper",Male,48.0,3,1,1,0,PC 17572,76.7292,D33,1,D,C,harper@yahoo.com,1910-06-18,2534.42
P00775,"Hocking, Mrs. Elizabeth (Eliza Needs)",Female,54.0,3,1,1,3,29105,14.4542,,0,Unknown,S,hocking@mail.com,1911-03-10,810.33
P00557,"Duff Gordon, Lady. (Lucille Christiana Sutherland) (""Mrs Morgan"")",Female,48.0,1,1,1,0,11755,39.6,A16,1,A,C,duffgordon@outlook.com,1912-11-16,997.56
